성분명,성분코드,제품코드,제품명,업체명,공고번호,공고일자,약품상세정보
clomipramine hydrochloride,136302ACH,651900070,그로민캡슐25mg(클로미프라민염산염)_(25mg/1캡슐),명인제약(주),20170079,2017.2.16,"노인에서의 삼환계 항우울제 사용은 기립성 저혈압, 비틀거림, 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉬우므로 사용을 추천하지 않으며, 반드시 필요한 경우에만 저용량으로 시작함. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 증가하므로 동시 사용을 추천하지 않음"
clomipramine hydrochloride,136302ACH,657201060,환인염산클로미프라민캡슐25밀리그램_(25mg/1캡슐),환인제약(주),20170079,2017.2.16,"노인에서의 삼환계 항우울제 사용은 기립성 저혈압, 비틀거림, 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉬우므로 사용을 추천하지 않으며, 반드시 필요한 경우에만 저용량으로 시작함. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 증가하므로 동시 사용을 추천하지 않음"
clonazepam,136401ATB,643308800,리보트릴정(클로나제팜)_(0.5mg/1정),(주)종근당,20170079,2017.2.16,"노인에서의 장기지속형 벤조다이아제핀 사용은 인지기능 저하, 섬망, 낙상, 골절 및 교통사고의 위험으로 사용을 추천하지 않으며, 단시간 작용 벤조다이아제핀 사용을 추천함"
clonazepam,136401ATB,657202690,환인클로나제팜정0.5밀리그램_(0.5mg/1정),환인제약(주),20170079,2017.2.16,"노인에서의 장기지속형 벤조다이아제핀 사용은 인지기능 저하, 섬망, 낙상, 골절 및 교통사고의 위험으로 사용을 추천하지 않으며, 단시간 작용 벤조다이아제핀 사용을 추천함"
clonixin lysinate,136601ACS,645209650,통클리어연질캡슐(클로닉신리시네이트)_(0.125g/1캡슐),에이프로젠제약(주),20210248,2021.7.15,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음.
clonixin lysinate,136601ACS,642706620,클로나인연질캡슐(클로닉신리시네이트)_(0.125g/1캡슐),동화약품(주),20210248,2021.7.15,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음.
clonixin lysinate,136601ACS,663607000,크로닌연질캡슐(클로닉신리시네이트)_(0.125g/1캡슐),한국프라임제약(주),20210248,2021.7.15,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음.
clonixin lysinate,136601ACS,653403970,프리에스연질캡슐(클로닉신리시네이트)_(0.125g/1캡슐),동국제약(주),20210248,2021.7.15,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음.
clonixin lysinate,136601ACS,698503750,크로니신연질캡슐(클로닉신리시네이트)_(0.125g/1캡슐),(주)테라젠이텍스,20210248,2021.7.15,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음.
clonixin lysinate,136601ACS,54300210,파인싹연질캡슐(클로닉신리시네이트)_(0.125g/1캡슐),제일헬스사이언스(주),20210248,2021.7.15,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음.
clonixin lysinate,136601ACS,660703180,크로쎈연질캡슐(클로닉신리시네이트)_(0.125g/1캡슐),위더스제약(주),20210248,2021.7.15,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음.
clonixin lysinate,136601ACS,658603990,크로씬탑연질캡슐(클로닉신리시네이트)_(0.125g/1캡슐),이연제약(주),20210248,2021.7.15,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음.
clonixin lysinate,136601ATB,645600710,디크로닉정(클로닉신리시네이트)_(0.125g/1정),대화제약(주),20210248,2021.7.15,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음.
clonixin lysinate,136601ATB,621800200,클리타정(클로닉신리시네이트)_(0.125g/1정),(주)한국파비스제약,20210248,2021.7.15,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음.
clonixin lysinate,136601ATB,662501670,클리네정(클로닉신리시네이트)(수출명: COKLIN Tablet)_(0.125g/1정),(주)넥스팜코리아,20210248,2021.7.15,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음.
clonixin lysinate,136601ATB,649402410,크로낙정(클로닉신리시네이트)_(0.125g/1정),영일제약(주),20210248,2021.7.15,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음.
clonixin lysinate,136601ATB,657501080,크로펜정(클로닉신리시네이트)_(0.125g/1정),미래제약(주),20210248,2021.7.15,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음.
clonixin lysinate,136601ATB,645801490,뉴클로정(클로닉신리시네이트)_(0.125g/1정),한솔신약(주),20210248,2021.7.15,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음.
clonixin lysinate,136601ATB,645204110,바로닉신정125밀리그램(클로닉신리시네이트)_(0.125g/1정),에이프로젠제약(주),20210248,2021.7.15,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음.
clonixin lysinate,136601ATB,643701250,바로론정(클로닉신리시네이트)_(0.125g/1정),국제약품(주),20210248,2021.7.15,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음.
clonixin lysinate,136601ATB,689000120,스피클정125밀리그램(클로닉신리시네이트)_(0.125g/1정),(주)시어스제약,20210248,2021.7.15,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음.
clonixin lysinate,136601ATB,625202080,화이트클로닉정(클로닉신리시네이트)_(0.125g/1정),(주)화이트생명과학,20210248,2021.7.15,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음.
clonixin lysinate,136601ATB,656000180,레도신정(클로닉신리신)_(0.125g/1정),알리코제약(주),20210248,2021.7.15,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음.
clonixin lysinate,136601ATB,654302890,클리신정(클로닉신리시네이트)(수출명:CLICIN Tab)_(0.125g/1정),오스틴제약(주),20210248,2021.7.15,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음.
clonixin lysinate,136601ATB,648601650,크로스탄정(클로닉신리시네이트)_(0.125g/1정),(주)씨엠지제약,20210248,2021.7.15,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음.
clonixin lysinate,136601ATB,649700100,노리스정(클로닉신리시네이트)_(0.125g/1정),지엘파마(주),20210248,2021.7.15,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음.
clonixin lysinate,136601ATB,649804010,페릭신정(클로닉신리시네이트)_(0.125g/1정),명문제약(주),20210248,2021.7.15,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음.
clonixin lysinate,136601ATB,653801610,신일클로닉신리시네이트정_(0.125g/1정),신일제약(주),20210248,2021.7.15,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음.
clonixin lysinate,136601ATB,654201230,알파클로닉신리신정_(0.125g/1정),알파제약(주),20210248,2021.7.15,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음.
clonixin lysinate,136601ATB,661901570,코라신정(클로닉신리시네이트)_(0.125g/1정),영풍제약(주),20210248,2021.7.15,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음.
clonixin lysinate,136601ATB,658500850,클로젠정(클로닉신리시네이트)_(0.125g/1정),익수제약(주),20210248,2021.7.15,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음.
clonixin lysinate,136601ATB,664101380,크레닉정125밀리그람(클로닉신리시네이트)_(0.125g/1정),동인당제약(주),20210248,2021.7.15,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음.
clonixin lysinate,136601ATB,698000370,"바르젠정(클로닉신리시네이트)(수출명:CLOCXINETab.Stocxine(Clonysinlysinate125),STOLXINE)_(0.125g/1정)",(주)제뉴파마,20210248,2021.7.15,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음.
clonixin lysinate,136601ATB,684501490,클로닉정125밀리그램(클로닉신리시네이트)_(0.125g/1정),화일약품(주),20210248,2021.7.15,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음.
clonixin lysinate,136603ATB,664101390,크레닉정250밀리그람(클로닉신리시네이트)_(0.25g/1정),동인당제약(주),20210248,2021.7.15,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음.
clonixin lysinate,136603ATB,645600720,디크로닉정250밀리그램(클로닉신리시네이트)_(0.25g/1정),대화제약(주),20210248,2021.7.15,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음.
clonixin lysinate,136603ATB,650301440,크록신정250밀리그램(클로닉신리시네이트)(수출명: 돌핀정)_(0.25g/1정),진양제약(주),20210248,2021.7.15,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음.
clonixin lysinate,136603ATB,622800190,마더스클로닉신리신정250mg(클로닉신리시네이트)_(0.25g/1정),(주)마더스제약,20210248,2021.7.15,고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음.
clozapine,137501ATB,657203420,클로자릴정100밀리그램(클로자핀)_(0.1g/1정),환인제약(주),20210248,2021.7.15,비정형 항정신병 약물을 복용하고 있는 치매 연관 정신질환 동반 고령 환자에서 이 약은 위약대비 사망 위험 증가.
clozapine,137501ATB,642706230,클자핀정100밀리그램(클로자핀)_(0.1g/1정),동화약품(주),20210248,2021.7.15,비정형 항정신병 약물을 복용하고 있는 치매 연관 정신질환 동반 고령 환자에서 이 약은 위약대비 사망 위험 증가.
clozapine,137502ATB,642706240,클자핀정25밀리그램(클로자핀)_(25mg/1정),동화약품(주),20210248,2021.7.15,비정형 항정신병 약물을 복용하고 있는 치매 연관 정신질환 동반 고령 환자에서 이 약은 위약대비 사망 위험 증가.
clozapine,137502ATB,657203410,클로자릴정25밀리그램(클로자핀)_(25mg/1정),환인제약(주),20210248,2021.7.15,비정형 항정신병 약물을 복용하고 있는 치매 연관 정신질환 동반 고령 환자에서 이 약은 위약대비 사망 위험 증가.
clozapine,137503ATB,642706610,클자핀정50밀리그램(클로자핀)_(50mg/1정),동화약품(주),20210248,2021.7.15,비정형 항정신병 약물을 복용하고 있는 치매 연관 정신질환 동반 고령 환자에서 이 약은 위약대비 사망 위험 증가.
clozapine,137504ATB,642706630,클자핀정200밀리그램(클로자핀)_(0.2g/1정),동화약품(주),20210248,2021.7.15,비정형 항정신병 약물을 복용하고 있는 치매 연관 정신질환 동반 고령 환자에서 이 약은 위약대비 사망 위험 증가.
dexibuprofen,142301ACS,642104160,덱스피드연질캡슐(덱시부프로펜)_(0.3g/1캡슐),(주)유한양행,20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,643305780,터논연질캡슐(덱시부프로펜)_(0.3g/1캡슐),(주)종근당,20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,643201900,디퓨텐연질캡슐(덱시부프로펜)_(0.3g/1캡슐),동성제약(주),20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,622801870,덱쎈연질캡슐(덱시부프로펜)_(0.3g/1캡슐),(주)마더스제약,20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,658200120,데코라펜연질캡슐(덱시부프로펜)_(0.3g/1캡슐),(주)비보존제약,20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,657304630,비오펜연질캡슐(덱시부프로펜)_(0.3g/1캡슐),(주)동구바이오제약,20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,661601030,에스빌연질캡슐(덱시부프로펜)_(0.3g/1캡슐),(주)알피바이오,20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,641602140,"이지엔6프로연질캡슐(덱시부프로펜)(수출명:DAUFENSoftCapsule,SPEEDFEN)_(0.3g/1캡슐)",(주)대웅제약,20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,640902050,자이펜연질캡슐300mg(덱시부프로펜)_(0.3g/1캡슐),(주)일화,20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,626501310,덱스원큐연질캡슐(덱시부프로펜)_(0.3g/1캡슐),동아제약(주),20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,660402800,옵티제로연질캡슐(덱시부프로펜)_(0.3g/1캡슐),경진제약(주),20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,644912810,페인엔젤-프로연질캡슐(덱시부프로펜)_(0.3g/1캡슐),제이더블유중외제약(주),20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,644702890,덱시엔연질캡슐(덱시부프로펜)_(0.3g/1캡슐),에스케이케미칼(주),20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,642905370,캐롤디연질캡슐(덱시부프로펜)_(0.3g/1캡슐),일동제약(주),20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,642802830,펜스톱연질캡슐(덱시부프로펜)_(0.3g/1캡슐),고려제약(주),20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,644501870,바로소펜연질캡슐(덱시부프로펜)_(0.3g/1캡슐),(주)유유제약,20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,643802200,이지펜연질캡슐(덱시부프로펜)_(0.3g/1캡슐),신신제약(주),20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,642203840,덱시프렌드연질캡슐(덱시부프로펜)_(0.3g/1캡슐),부광약품(주),20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,641803890,굿스펜연질캡슐(덱시부프로펜)_(0.3g/1캡슐),광동제약(주),20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,642403350,덱시푸루펜연질캡슐(덱시부프로펜)_(0.3g/1캡슐),영진약품(주),20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,621801430,덱시브연질캡슐(덱시부프로펜)_(0.3g/1캡슐),(주)한국파비스제약,20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,648104310,그날엔덱스연질캡슐(덱시부프로펜)_(0.3g/1캡슐),경동제약(주),20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,670608120,휴덱시연질캡슐(덱시부프로펜)_(0.3g/1캡슐),(주)휴온스,20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,663606410,프로빌연질캡슐(덱시부프로펜)_(0.3g/1캡슐),한국프라임제약(주),20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,656003130,덱스리펜연질캡슐(덱시부프로펜)_(0.3g/1캡슐),알리코제약(주),20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,652104680,워너비스트롱연질캡슐(덱시부프로펜)_(0.3g/1캡슐),(주)한독,20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,653402200,프리엔연질캡슐(덱시부프로펜)_(0.3g/1캡슐),동국제약(주),20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,647803410,이프렌에스연질캡슐(덱시부프로펜)_(0.3g/1캡슐),삼진제약(주),20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,645801620,에스빈연질캡슐(덱시부프로펜)_(0.3g/1캡슐),한솔신약(주),20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,647202600,덱시원연질캡슐(덱시부프로펜)_(0.3g/1캡슐),한국코러스(주),20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,669805030,바이펜연질캡슐300mg(덱시부프로펜)_(0.3g/1캡슐),구주제약(주),20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,642000590,솔루펜연질캡슐(덱시부프로펜)_(0.3g/1캡슐),현대약품(주),20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,641702950,덱스쿨연질캡슐(덱시부프로펜)_(0.3g/1캡슐),일양약품(주),20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,626501530,덱스원큐에스연질캡슐(덱시부프로펜)_(0.3g/1캡슐),동아제약(주),20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,658604000,팜페인프로연질캡슐(덱시부프로펜)_(0.3g/1캡슐),이연제약(주),20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,643605860,탁센덱시연질캡슐(덱시부프로펜)_(0.3g/1캡슐),(주)녹십자,20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,679600620,프로펜디연질캡슐(덱시부프로펜)_(0.3g/1캡슐),(주)서흥,20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,649806650,리드펜플러스연질캡슐(덱시부프로펜)_(0.3g/1캡슐),명문제약(주),20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,54300410,덱시부펜연질캡슐(덱시부프로펜)_(0.3g/1캡슐),제일헬스사이언스(주),20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,645203850,맥시쿨펜연질캡슐(덱시부프로펜)_(0.3g/1캡슐),에이프로젠제약(주),20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ACS,644804360,로노펜300연질캡슐(덱시부프로펜)_(0.3g/1캡슐),태극제약(주),20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
dexibuprofen,142301ATB,689000890,덱스이브정(덱시부프로펜)_(0.3g/1정),(주)시어스제약,20210248,2021.7.15,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자는 이상반응이 나타나기 쉬우므로 소량부터 투여를 개시하고 필요한 최소량으로 투여하며, 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여."
